Country,Song,Artist,F/SF,Year,Points,R/O,Place,Contest_Location,Jury_1.0,Jury_2.0,Jury_3.0,Jury_4.0,Jury_5.0,Jury_6.0,Jury_7.0,Jury_8.0,Jury_10.0,Jury_12.0,Crowd_1,Crowd_2,Crowd_3,Crowd_4,Crowd_5,Crowd_6,Crowd_7,Crowd_8,Crowd_10,Crowd_12,No. of neighbours,Albania,Armenia,Australia,Austria,Azerbaijan,Belarus,Belgium,Bosnia & Herzegovina,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hungary,Iceland,Ireland,Israel,Italy,Latvia,Lithuania,Luxembourg,Malta,Moldova,Monaco,Montenegro,Morocco,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Russia,San Marino,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Turkey,Ukraine,United Kingdom
Spain,Enseñame A Cantar,Micky,Final,1977,52.0,14,9,London ,Netherlands,Italy,United Kingdom,Ireland,Germany,Israel,Luxembourg,Monaco,France,Greece,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Sweden,Beatles,Forbes,Final,1977,2.0,13,18,London ,Norway,Finland,Israel,Belgium,Germany,France,Greece,United Kingdom,Monaco,Ireland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,Swiss Lady,Pepe Lienhard Band,Final,1977,71.0,12,6,London ,Greece,Italy,Spain,Portugal,Finland,Monaco,Netherlands,Ireland,Israel,France,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Rock Bottom,Lynsey de Paul & Mike Moran,Final,1977,121.0,9,2,London ,Netherlands,Norway,Spain,Switzerland,Greece,France,Monaco,Germany,Belgium,Ireland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Mrs. Caroline Robinson,Springtime,Final,1978,14.0,19,15,Paris ,Monaco,Denmark,Greece,Belgium,United Kingdom,Ireland,Spain,Israel,Switzerland,France,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Belgium,L'amour ça Fait Chanter La Vie,Jean Vallée,Final,1978,125.0,10,2,Paris ,Italy,Spain,Luxembourg,United Kingdom,Germany,Monaco,Switzerland,France,Ireland,Israel,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,Boom Boom,Mabel,Final,1978,13.0,16,16,Paris ,Germany,Austria,Switzerland,Greece,Netherlands,Israel,Luxembourg,France,Monaco,Spain,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,Anna Rakkaudelle Tilaisuus,Seija Simola,Final,1978,2.0,4,18,Paris ,Switzerland,France,Ireland,Sweden,Greece,Belgium,Spain,Monaco,Israel,Germany,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
France,Il Y Aura Toujours Des Violons,Joël Prévost,Final,1978,119.0,6,3,Paris ,Monaco,United Kingdom,Sweden,Italy,Ireland,Denmark,Switzerland,Israel,Greece,Belgium,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Germany,Feuer,Ireen Sheer,Final,1978,84.0,13,6,Paris ,Austria,Italy,Belgium,Netherlands,Ireland,Switzerland,Monaco,United Kingdom,France,Israel,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,9,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Greece,Charlie Chaplin,Tania Tsanaklidou,Final,1978,66.0,15,8,Paris ,Luxembourg,Italy,United Kingdom,Monaco,Israel,Spain,Germany,France,Ireland,Belgium,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ireland,Born To Sing,Colm T. Wilkinson,Final,1978,86.0,1,5,Paris ,Germany,Luxembourg,United Kingdom,Monaco,Sweden,France,Greece,Israel,Italy,Belgium,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Israel,A-Ba-Ni-Bi,Izhar Cohen and the Alphabeta,Final,1978,157.0,18,1,Paris ,Switzerland,United Kingdom,Germany,Denmark,France,Spain,Belgium,Monaco,Greece,Netherlands,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,Questo Amore,Ricchi e Poveri,Final,1978,53.0,3,12,Paris ,Switzerland,Greece,Germany,Portugal,Netherlands,Belgium,Monaco,Israel,France,Luxembourg,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Luxembourg,Parlez-vous Français?,Baccara,Final,1978,73.0,17,7,Paris ,France,Spain,Italy,Greece,United Kingdom,Netherlands,Belgium,Switzerland,Ireland,Israel,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monaco,Les Jardins De Monaco,Caline and Olivier Toussaint,Final,1978,107.0,14,4,Paris ,Netherlands,Switzerland,Israel,Spain,France,Luxembourg,United Kingdom,Italy,Germany,Belgium,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,'t Is Ok,Harmony,Final,1978,37.0,11,13,Paris ,Denmark,United Kingdom,Luxembourg,Spain,Belgium,France,Germany,Switzerland,Monaco,Israel,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,Mil Etter Mil,Jahn Teigen,Final,1978,0.0,2,20,Paris ,Turkey,Finland,France,Monaco,Switzerland,Italy,Belgium,Israel,Sweden,Ireland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Portugal,Dai-li-dou,Gemini,Final,1978,5.0,5,17,Paris ,Italy,France,Austria,Belgium,Monaco,United Kingdom,Germany,Greece,Israel,Luxembourg,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Spain,Bailemos Un Vals,José Vélez,Final,1978,65.0,7,9,Paris ,Portugal,Belgium,United Kingdom,Switzerland,France,Israel,Greece,Italy,Germany,Luxembourg,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Sweden,Det Blir Alltid Värre Framåt Natten,Björn Skifs,Final,1978,26.0,20,14,Paris ,Netherlands,Greece,United Kingdom,Belgium,Austria,Luxembourg,Germany,Ireland,France,Monaco,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,Vivre,Carole Vinci,Final,1978,65.0,9,9,Paris ,Italy,United Kingdom,Germany,Greece,Monaco,France,Ireland,Spain,Belgium,Israel,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,Sevince,Nazar,Final,1978,2.0,12,18,Paris ,Italy,Luxembourg,Austria,France,Monaco,United Kingdom,Spain,Germany,Ireland,Israel,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,The Bad Old Days,Co-Co,Final,1978,61.0,8,11,Paris ,Turkey,Switzerland,Netherlands,Sweden,Israel,Italy,Luxembourg,France,Monaco,Belgium,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Heute In Jerusalem,Christina Simon,Final,1979,5.0,18,18,Jerusalem ,Norway,Greece,Denmark,Netherlands,France,United Kingdom,Portugal,Israel,Spain,Switzerland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Belgium,Hey Nana,Micha Marah,Final,1979,5.0,12,18,Jerusalem ,Greece,Israel,Netherlands,Germany,Portugal,France,Denmark,Norway,Ireland,Spain,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,Disco Tango,Tommy Seebach,Final,1979,76.0,3,6,Jerusalem ,Greece,Belgium,Spain,Monaco,Ireland,Israel,Switzerland,Netherlands,United Kingdom,Germany,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,Katson Sineen Taivaan,Katri-Helena,Final,1979,38.0,5,14,Jerusalem ,France,Portugal,Germany,Luxembourg,Netherlands,Ireland,United Kingdom,Italy,Switzerland,Israel,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
France,Je Suis L'enfant-soleil,Anne-Marie David,Final,1979,106.0,11,3,Jerusalem ,Israel,Luxembourg,Monaco,Greece,Finland,Denmark,Switzerland,Spain,Portugal,Germany,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Germany,Dschinghis Khan,Dschinghis Khan,Final,1979,86.0,9,4,Jerusalem ,Belgium,Greece,Netherlands,Portugal,Finland,Ireland,Switzerland,United Kingdom,Denmark,Spain,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,9,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Greece,Socrati,Elpida,Final,1979,69.0,7,8,Jerusalem ,Sweden,Switzerland,Netherlands,Israel,Luxembourg,Spain,Finland,France,Ireland,Denmark,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ireland,Happy Man,Cathal Dunne,Final,1979,80.0,4,5,Jerusalem ,Switzerland,Denmark,Luxembourg,Greece,Germany,Sweden,United Kingdom,Norway,Netherlands,Israel,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Israel,Hallelujah,Milk and Honey,Final,1979,125.0,10,1,Jerusalem ,Sweden,Norway,Ireland,Switzerland,France,Germany,Netherlands,Spain,Greece,Denmark,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,Raggio Di Luna,Matia Bazar,Final,1979,27.0,2,15,Jerusalem ,Germany,Monaco,Norway,Austria,Ireland,Portugal,Finland,United Kingdom,France,Spain,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Luxembourg,J'ai Déjà Vu ça Dans Tes Yeux,Jeane Manson,Final,1979,44.0,13,13,Jerusalem ,Germany,Norway,Portugal,Denmark,Greece,Finland,Ireland,Israel,Spain,France,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monaco,"Notre Vie, C'est La Musique",Laurent Vaguener,Final,1979,12.0,6,16,Jerusalem ,United Kingdom,Switzerland,Denmark,Luxembourg,Portugal,Norway,Greece,Israel,France,Germany,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,Colorado,Xandra,Final,1979,51.0,14,12,Jerusalem ,Israel,Germany,Portugal,Luxembourg,United Kingdom,Norway,Greece,Denmark,Spain,France,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,Oliver,Anita Skorgan,Final,1979,57.0,16,11,Jerusalem ,Spain,Luxembourg,Italy,Netherlands,Ireland,Portugal,France,Switzerland,United Kingdom,Israel,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Portugal,"Sobe, Sobe, Balão Sobe",Manuela Bravo,Final,1979,64.0,1,9,Jerusalem ,Monaco,Germany,Norway,United Kingdom,Ireland,France,Luxembourg,Italy,Greece,Israel,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Spain,Su Canción,Betty Missiego,Final,1979,116.0,19,2,Jerusalem ,Norway,Monaco,France,Denmark,United Kingdom,Portugal,Greece,Italy,Israel,Germany,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Sweden,Satellit,Ted Gärdestad,Final,1979,8.0,15,17,Jerusalem ,Denmark,Greece,Portugal,Netherlands,France,Germany,Spain,Ireland,Norway,Israel,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,Trödler Und Co.,"Peter, Sue & Marc and Pfuri, Gorps & Kniri",Final,1979,60.0,8,10,Jerusalem ,Denmark,United Kingdom,Luxembourg,Portugal,Israel,Ireland,Greece,Finland,France,Spain,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Mary Ann,Black Lace,Final,1979,73.0,17,7,Jerusalem ,Austria,Belgium,Denmark,Ireland,Spain,France,Norway,Germany,Luxembourg,Israel,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Du Bist Musik,Blue Danube,Final,1980,64.0,1,8,The Hague ,Luxembourg,Italy,Turkey,Spain,Greece,Switzerland,United Kingdom,Germany,Ireland,Netherlands,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Belgium,Euro-vision,Telex,Final,1980,14.0,19,17,The Hague ,Austria,Switzerland,Netherlands,Portugal,France,United Kingdom,Germany,Luxembourg,Italy,Ireland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,Tænker Altid På Dig,Bamses Venner,Final,1980,25.0,7,14,The Hague ,France,Greece,Italy,Luxembourg,Austria,Portugal,Germany,Switzerland,United Kingdom,Ireland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,Huilumies,Vesa-Matti Loiri,Final,1980,6.0,10,19,The Hague ,Portugal,Germany,Luxembourg,United Kingdom,Austria,Italy,Denmark,Ireland,Netherlands,Switzerland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
France,"Hé, Hé M'sieurs Dames",Profil,Final,1980,45.0,16,11,The Hague ,Finland,Italy,Norway,Austria,United Kingdom,Portugal,Luxembourg,Ireland,Germany,Netherlands,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Germany,Theater,Katja Ebstein,Final,1980,128.0,12,2,The Hague ,Portugal,Sweden,United Kingdom,Austria,Denmark,Norway,Italy,Netherlands,Switzerland,Ireland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,9,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Greece,Otostop,Anna Vissi and the Epikouri,Final,1980,30.0,3,13,The Hague ,Austria,Italy,Belgium,Denmark,Portugal,Netherlands,France,Spain,Sweden,Ireland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ireland,What's Another Year,Johnny Logan,Final,1980,143.0,17,1,The Hague ,Netherlands,Italy,France,Greece,Germany,United Kingdom,Portugal,Luxembourg,Austria,Switzerland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Italy,Non So Che Darei,Alan Sorrenti,Final,1980,87.0,6,6,The Hague ,Ireland,Greece,Switzerland,Austria,Sweden,Spain,Morocco,Turkey,Portugal,Germany,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Luxembourg,Papa Pingouin,Sophie and Magaly,Final,1980,56.0,4,9,The Hague ,Greece,France,Germany,Portugal,Switzerland,Spain,Ireland,United Kingdom,Sweden,Netherlands,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,Bitakat Hob,Samira Bensaïd,Final,1980,7.0,5,18,The Hague ,France,Denmark,Austria,Norway,Spain,Sweden,Switzerland,United Kingdom,Germany,Turkey,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
