,1,2,3,4,5,6,7,8,10,12,Year
Sweden,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2011
Switzerland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2011
Ukraine,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2011
United Kingdom,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2011
Albania,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2012
Azerbaijan,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2012
Bosnia & Herzegovina,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2012
Cyprus,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2012
Denmark,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2012
Estonia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2012
France,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2012
Germany,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2012
Greece,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2012
Hungary,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2012
Iceland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2012
Ireland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2012
Italy,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2012
Lithuania,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2012
Malta,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2012
Moldova,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2012
North Macedonia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2012
Norway,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2012
Romania,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2012
Russia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2012
Serbia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2012
Spain,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2012
Sweden,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2012
Turkey,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2012
Ukraine,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2012
United Kingdom,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2012
Armenia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2013
Azerbaijan,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2013
Belarus,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2013
Belgium,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2013
Denmark,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2013
Estonia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2013
Finland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2013
France,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2013
Georgia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2013
Germany,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2013
Greece,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2013
Hungary,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2013
Iceland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2013
Ireland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2013
Italy,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2013
Lithuania,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2013
Malta,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2013
Moldova,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2013
Netherlands,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2013
Norway,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2013
Romania,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2013
Russia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2013
Spain,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2013
Sweden,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2013
Ukraine,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2013
United Kingdom,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2013
Armenia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2014
Austria,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2014
Azerbaijan,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2014
Belarus,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2014
Denmark,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2014
Finland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2014
France,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2014
Germany,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2014
Greece,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2014
Hungary,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2014
Iceland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2014
Italy,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2014
Malta,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2014
Montenegro,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2014
Netherlands,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2014
Norway,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2014
Poland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2014
Romania,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2014
Russia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2014
San Marino,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2014
Slovenia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2014
Spain,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2014
Sweden,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2014
Switzerland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2014
Ukraine,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2014
United Kingdom,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2014
Albania,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2015
Armenia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2015
Australia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2015
Austria,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2015
Azerbaijan,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2015
Belgium,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2015
Cyprus,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2015
Estonia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2015
France,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2015
Georgia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2015
Germany,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2015
Greece,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2015
Hungary,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2015
Israel,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2015
Italy,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2015
Latvia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2015
Lithuania,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2015
Montenegro,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2015
Norway,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2015
Poland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2015
Romania,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2015
Russia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2015
Serbia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2015
Slovenia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2015
Spain,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2015
Sweden,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2015
United Kingdom,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2015
Armenia,Poland,Sweden,Hungary,Austria,Malta,Cyprus,France,Georgia,Ukraine,Russia,2016
Australia,Lithuania,Spain,Austria,United Kingdom,Russia,Malta,France,Ukraine,Bulgaria,Belgium,2016
Austria,France,Germany,Australia,Serbia,Bulgaria,Netherlands,Sweden,Russia,Ukraine,Poland,2016
Azerbaijan,Georgia,Australia,Poland,France,Malta,Israel,Hungary,Bulgaria,Ukraine,Russia,2016
Belgium,Sweden,Ukraine,Austria,Australia,Bulgaria,Russia,Armenia,France,Netherlands,Poland,2016
Bulgaria,Azerbaijan,Israel,Sweden,Austria,Australia,Poland,Cyprus,Armenia,Ukraine,Russia,2016
Croatia,Bulgaria,France,Hungary,Poland,Australia,Austria,Sweden,Russia,Ukraine,Serbia,2016
Cyprus,Sweden,Poland,Lithuania,Hungary,Australia,France,Ukraine,Armenia,Russia,Bulgaria,2016
Czech Republic,Australia,Sweden,Hungary,Austria,Bulgaria,Azerbaijan,Poland,Armenia,Russia,Ukraine,2016
France,Spain,Sweden,Israel,Belgium,Bulgaria,Russia,Poland,Austria,Ukraine,Armenia,2016
Georgia,Australia,Hungary,Bulgaria,Poland,Lithuania,Latvia,Azerbaijan,Russia,Ukraine,Armenia,2016
Germany,Italy,Armenia,Netherlands,Bulgaria,Australia,Ukraine,Austria,Sweden,Poland,Russia,2016
Hungary,France,Netherlands,Australia,Bulgaria,Cyprus,Austria,Sweden,Poland,Russia,Ukraine,2016
Israel,Belgium,Azerbaijan,Austria,Poland,Australia,Armenia,Bulgaria,Ukraine,Russia,France,2016
Italy,Armenia,Lithuania,Georgia,Serbia,France,Cyprus,Bulgaria,Russia,Poland,Ukraine,2016
Latvia,Bulgaria,Georgia,Azerbaijan,Austria,Poland,Australia,Sweden,Lithuania,Ukraine,Russia,2016
Lithuania,Austria,Hungary,France,Georgia,Australia,Poland,Sweden,Russia,Ukraine,Latvia,2016
Malta,United Kingdom,France,Netherlands,Ukraine,Hungary,Azerbaijan,Italy,Bulgaria,Russia,Australia,2016
Netherlands,Bulgaria,Sweden,Russia,France,Australia,Austria,Ukraine,Armenia,Poland,Belgium,2016
Poland,Cyprus,Armenia,Bulgaria,Austria,Latvia,Hungary,Australia,Russia,Sweden,Ukraine,2016
Russia,Latvia,Sweden,France,Australia,Poland,Azerbaijan,Cyprus,Austria,Ukraine,Armenia,2016
Serbia,Sweden,Armenia,Cyprus,Croatia,Belgium,Australia,Ukraine,Bulgaria,Hungary,Russia,2016
Spain,Sweden,Austria,Italy,Australia,Poland,Armenia,Ukraine,Russia,France,Bulgaria,2016
Sweden,Spain,Netherlands,France,Bulgaria,Austria,Lithuania,Ukraine,Russia,Poland,Australia,2016
Ukraine,Sweden,Bulgaria,Lithuania,Australia,Latvia,Georgia,Armenia,Poland,Azerbaijan,Russia,2016
United Kingdom,Sweden,Cyprus,Latvia,Spain,Ukraine,Australia,Russia,Bulgaria,Poland,Lithuania,2016
Armenia,Greece,Romania,Sweden,Italy,Belgium,Moldova,Bulgaria,France,Portugal,Cyprus,2017
Australia,Croatia,Italy,United Kingdom,Belgium,Bulgaria,Sweden,Portugal,Denmark,Romania,Moldova,2017
Austria,Sweden,Poland,Moldova,Croatia,Hungary,Italy,Bulgaria,Belgium,Romania,Portugal,2017
Azerbaijan,Israel,Romania,Sweden,Belgium,France,Italy,Hungary,Portugal,Moldova,Bulgaria,2017
Belarus,Ukraine,Romania,Sweden,France,Norway,Belgium,Portugal,Hungary,Moldova,Bulgaria,2017
Belgium,Hungary,Sweden,France,Poland,Italy,Romania,Moldova,Bulgaria,Netherlands,Portugal,2017
Bulgaria,Croatia,Sweden,Cyprus,Belgium,Greece,Hungary,Portugal,Romania,Moldova,France,2017
Croatia,Netherlands,Sweden,France,Moldova,Belgium,Romania,Italy,Bulgaria,Portugal,Hungary,2017
Cyprus,Armenia,Belgium,France,Romania,Sweden,Moldova,Portugal,Italy,Bulgaria,Greece,2017
Denmark,Netherlands,Australia,Hungary,Romania,Portugal,Belgium,Norway,Moldova,Bulgaria,Sweden,2017
France,Poland,Hungary,Israel,Bulgaria,Italy,Armenia,Moldova,Belgium,Romania,Portugal,2017
Germany,Netherlands,Poland,Hungary,Italy,Bulgaria,Romania,Moldova,Croatia,Belgium,Portugal,2017
Greece,Romania,Armenia,Sweden,France,Belgium,Moldova,Italy,Portugal,Bulgaria,Cyprus,2017
Hungary,France,Cyprus,Sweden,Italy,Croatia,Romania,Portugal,Belgium,Moldova,Bulgaria,2017
Israel,Hungary,Belarus,Sweden,France,Moldova,Belgium,Romania,Italy,Bulgaria,Portugal,2017
Italy,France,Belgium,Poland,Hungary,Portugal,Croatia,Ukraine,Bulgaria,Romania,Moldova,2017
Moldova,Belarus,Belgium,Sweden,Italy,France,Portugal,Greece,Bulgaria,Azerbaijan,Romania,2017
Netherlands,Poland,Italy,Croatia,Sweden,Moldova,Hungary,Romania,Bulgaria,Belgium,Portugal,2017
Norway,Croatia,Italy,Poland,Hungary,Sweden,Moldova,Belgium,Bulgaria,Romania,Portugal,2017
Poland,Croatia,Ukraine,Sweden,Belarus,Hungary,Moldova,Romania,Bulgaria,Portugal,Belgium,2017
Portugal,Sweden,Hungary,Ukraine,Italy,Spain,France,Romania,Bulgaria,Belgium,Moldova,2017
Romania,Greece,Sweden,Croatia,France,Belgium,Italy,Portugal,Bulgaria,Hungary,Moldova,2017
Spain,United Kingdom,Netherlands,France,Belgium,Sweden,Moldova,Romania,Italy,Bulgaria,Portugal,2017
Sweden,Italy,Croatia,Romania,Hungary,Poland,Norway,Bulgaria,Moldova,Portugal,Belgium,2017
Ukraine,Norway,Bulgaria,Romania,Hungary,Belgium,France,Sweden,Belarus,Portugal,Moldova,2017
United Kingdom,Hungary,Italy,Belgium,Sweden,Croatia,Moldova,Romania,Portugal,Poland,Bulgaria,2017
Albania,Israel,Austria,United Kingdom,Estonia,France,Bulgaria,Ireland,Germany,Cyprus,Italy,2018
Australia,Norway,Germany,Czech Republic,Finland,Moldova,United Kingdom,Cyprus,Ireland,Denmark,Israel,2018
Austria,Cyprus,Albania,Hungary,Ireland,Denmark,Germany,Israel,Serbia,Italy,Czech Republic,2018
Bulgaria,Ukraine,Estonia,Czech Republic,Austria,Hungary,Italy,Serbia,Moldova,Israel,Cyprus,2018
Cyprus,France,Ukraine,Germany,Estonia,Norway,Lithuania,Italy,Czech Republic,Israel,Bulgaria,2018
Czech Republic,Bulgaria,Italy,Germany,Ireland,Estonia,Moldova,Denmark,Cyprus,Israel,Ukraine,2018
Denmark,Cyprus,Australia,United Kingdom,Ireland,Netherlands,Czech Republic,Sweden,Norway,Austria,Germany,2018
Estonia,Moldova,Norway,Hungary,Cyprus,Czech Republic,Austria,Italy,Denmark,Finland,Lithuania,2018
Finland,Cyprus,Netherlands,Austria,France,Czech Republic,Italy,Israel,Hungary,Denmark,Estonia,2018
France,Serbia,Denmark,Cyprus,Ukraine,Spain,Moldova,Estonia,Portugal,Italy,Israel,2018
Germany,United Kingdom,Hungary,Denmark,Lithuania,Austria,Cyprus,Ireland,Czech Republic,Israel,Italy,2018
Hungary,Germany,Moldova,Austria,Netherlands,Norway,Italy,Cyprus,Czech Republic,Israel,Denmark,2018
Ireland,Moldova,Denmark,Netherlands,Estonia,Cyprus,Israel,Czech Republic,Germany,United Kingdom,Lithuania,2018
Israel,Austria,Cyprus,Germany,Denmark,Italy,France,Ukraine,Estonia,Moldova,Czech Republic,2018
Italy,Serbia,Hungary,Germany,Denmark,Cyprus,Estonia,Israel,Ukraine,Moldova,Albania,2018
Lithuania,Israel,Germany,Austria,Sweden,France,Cyprus,Italy,Czech Republic,Denmark,Estonia,2018
Moldova,Estonia,Hungary,Bulgaria,Germany,Norway,Czech Republic,Cyprus,Italy,Ukraine,Israel,2018
Netherlands,Norway,Hungary,Austria,Ireland,Cyprus,Czech Republic,Italy,Denmark,Israel,Germany,2018
Norway,France,Cyprus,Sweden,Czech Republic,Netherlands,Germany,Israel,Austria,Denmark,Lithuania,2018
Portugal,Israel,Denmark,Ireland,Ukraine,Cyprus,Moldova,Estonia,Germany,Italy,Spain,2018
Serbia,Moldova,Bulgaria,Norway,Denmark,Czech Republic,Italy,Israel,Slovenia,Cyprus,Hungary,2018
Slovenia,Albania,Austria,Hungary,Germany,Norway,Cyprus,Denmark,Czech Republic,Italy,Serbia,2018
Spain,Ireland,Estonia,Norway,France,Bulgaria,Germany,Italy,Cyprus,Czech Republic,Israel,2018
Sweden,Netherlands,Austria,Czech Republic,Cyprus,Germany,Finland,Lithuania,Norway,Israel,Denmark,2018
Ukraine,Hungary,Lithuania,Estonia,Cyprus,Italy,Moldova,France,Denmark,Czech Republic,Israel,2018
United Kingdom,Australia,Denmark,Germany,Moldova,Czech Republic,Bulgaria,Israel,Cyprus,Ireland,Lithuania,2018
Albania,Australia,Greece,Azerbaijan,Switzerland,Norway,North Macedonia,Netherlands,Italy,San Marino,Russia,2019
Australia,Azerbaijan,Czech Republic,France,Malta,Italy,Netherlands,Switzerland,Sweden,Iceland,Norway,2019
Azerbaijan,Norway,Spain,North Macedonia,Malta,Belarus,Italy,Netherlands,Switzerland,San Marino,Russia,2019
Belarus,San Marino,Australia,Italy,Switzerland,Slovenia,Azerbaijan,Iceland,Norway,Netherlands,Russia,2019
Cyprus,Norway,Australia,France,Spain,Israel,Netherlands,Switzerland,Italy,Russia,Greece,2019
Czech Republic,Estonia,Italy,Israel,Netherlands,Switzerland,Iceland,Azerbaijan,Australia,Norway,Russia,2019
Denmark,Spain,Australia,Italy,Iceland,Azerbaijan,Switzerland,Netherlands,Estonia,Sweden,Norway,2019
Estonia,Azerbaijan,Australia,Sweden,Switzerland,Iceland,Denmark,Slovenia,Netherlands,Norway,Russia,2019
France,Iceland,Switzerland,Russia,Denmark,Netherlands,Australia,Spain,Norway,Italy,Israel,2019
Germany,Sweden,Iceland,Slovenia,Denmark,Australia,Italy,Netherlands,Russia,Switzerland,Norway,2019
Greece,France,Iceland,Australia,Spain,Albania,Netherlands,Switzerland,Russia,Italy,Cyprus,2019
Iceland,San Marino,Czech Republic,Estonia,Denmark,Netherlands,Italy,Switzerland,Sweden,Australia,Norway,2019
Israel,Denmark,Netherlands,Azerbaijan,France,Spain,Australia,Switzerland,Italy,Norway,Russia,2019
Italy,Azerbaijan,France,Switzerland,Denmark,Netherlands,Australia,Iceland,Russia,Norway,Albania,2019
Malta,Iceland,Azerbaijan,Australia,Russia,North Macedonia,Sweden,Norway,Switzerland,Netherlands,Italy,2019
Netherlands,North Macedonia,Australia,Spain,Azerbaijan,Denmark,Switzerland,Iceland,Sweden,Italy,Norway,2019
North Macedonia,Azerbaijan,Slovenia,Italy,Switzerland,Norway,Malta,Netherlands,San Marino,Serbia,Albania,2019
Norway,Russia,Estonia,Azerbaijan,Australia,Denmark,Switzerland,Italy,Netherlands,Iceland,Sweden,2019
Russia,Italy,Switzerland,Serbia,Australia,Netherlands,Slovenia,Iceland,Belarus,Norway,Azerbaijan,2019
San Marino,Israel,Iceland,Norway,Azerbaijan,Switzerland,Netherlands,Cyprus,Italy,Greece,Russia,2019
Serbia,San Marino,Spain,Netherlands,Norway,Iceland,Switzerland,Italy,Russia,Slovenia,North Macedonia,2019
Slovenia,Estonia,Australia,Denmark,Switzerland,Netherlands,Norway,Iceland,Italy,Serbia,North Macedonia,2019
Spain,Azerbaijan,Russia,Iceland,France,Australia,Sweden,Norway,Netherlands,Switzerland,Italy,2019
Sweden,Switzerland,North Macedonia,Azerbaijan,Italy,Australia,Netherlands,Denmark,Iceland,Estonia,Norway,2019
Switzerland,Denmark,North Macedonia,France,Sweden,Spain,Netherlands,Serbia,Norway,Albania,Italy,2019
United Kingdom,Cyprus,Spain,Azerbaijan,Netherlands,Sweden,Denmark,Switzerland,Iceland,Australia,Norway,2019
Albania,Sweden,Cyprus,Finland,Ukraine,Bulgaria,France,Moldova,Greece,Italy,Switzerland,2021
Azerbaijan,Moldova,France,San Marino,Switzerland,Finland,Russia,Norway,Ukraine,Italy,Israel,2021
Belgium,Norway,Malta,Sweden,Switzerland,Iceland,Finland,Lithuania,Italy,Ukraine,France,2021
Bulgaria,Sweden,Greece,Switzerland,Azerbaijan,Serbia,Ukraine,Russia,Finland,France,Italy,2021
Cyprus,Malta,Israel,Russia,Finland,Lithuania,Ukraine,Bulgaria,France,Italy,Greece,2021
Finland,Russia,Moldova,Sweden,Norway,Lithuania,France,Switzerland,Italy,Ukraine,Iceland,2021
France,Finland,Sweden,Serbia,Iceland,Israel,Switzerland,Moldova,Portugal,Italy,Ukraine,2021
Germany,Norway,Switzerland,Serbia,Ukraine,Russia,Iceland,Italy,Finland,France,Lithuania,2021
Greece,Russia,Azerbaijan,Malta,Switzerland,Ukraine,Finland,Albania,France,Italy,Cyprus,2021
Iceland,Norway,Portugal,Malta,Lithuania,Italy,Switzerland,France,Ukraine,Sweden,Finland,2021
Israel,Iceland,Azerbaijan,Lithuania,Finland,Malta,Switzerland,Italy,France,Russia,Ukraine,2021
